shipment_id,order_date,promised_delivery_date,delivery_date,warehouse,region,carrier,product_category,quantity,inventory_on_hand,shipping_cost,delivery_status
SHP101013,2024-04-10,2024-04-19,2024-04-14,Montreal WH,Ontario,Canada Post,Electronics,105,1986,215.69,On Time
SHP101014,2024-11-24,2024-12-02,2024-12-02,Toronto WH,Quebec,FedEx,Home Goods,92,2809,273.17,On Time
SHP101015,2024-09-29,2024-10-02,2024-10-10,Montreal WH,Ontario,UPS,Medical Supplies,25,4664,245.47,Late
SHP101016,2024-09-21,2024-09-29,2024-09-27,Calgary WH,Quebec,UPS,Electronics,189,2357,96.85,On Time
SHP101017,2024-02-07,2024-02-14,2024-02-16,Montreal WH,Ontario,FedEx,Medical Supplies,44,1679,266.1,Late
SHP101018,2024-04-03,2024-04-07,2024-04-05,Vancouver WH,Alberta,Canada Post,Electronics,174,4925,253.35,On Time
SHP101019,2024-04-04,2024-04-13,2024-04-08,Montreal WH,British Columbia,DHL,Medical Supplies,142,3039,280.16,On Time
SHP101020,2024-10-31,2024-11-03,2024-11-04,Calgary WH,Ontario,DHL,Medical Supplies,136,4886,148.43,Late
SHP101021,2024-03-09,2024-03-15,2024-03-19,Calgary WH,British Columbia,UPS,Apparel,176,2511,235.2,Late
SHP101022,2024-11-13,2024-11-22,2024-11-19,Calgary WH,Ontario,DHL,Electronics,142,3527,185.66,On Time
SHP101023,2024-08-23,2024-08-28,2024-09-05,Montreal WH,Ontario,DHL,Electronics,193,3026,106.94,Late
SHP101024,2024-11-29,2024-12-07,2024-12-09,Vancouver WH,Ontario,FedEx,Electronics,80,2745,298.44,Late
SHP101025,2024-05-16,2024-05-19,2024-05-30,Toronto WH,Ontario,UPS,Electronics,82,4173,30.73,Late
SHP101026,2024-03-16,2024-03-25,2024-03-26,Vancouver WH,Ontario,Canada Post,Medical Supplies,135,2581,65.44,Late
SHP101027,2024-02-04,2024-02-12,2024-02-06,Montreal WH,British Columbia,UPS,Apparel,88,4203,269.91,On Time
SHP101028,2024-01-01,2024-01-04,2024-01-04,Montreal WH,Ontario,FedEx,Apparel,177,2811,36.96,On Time
SHP101029,2024-10-22,2024-10-29,2024-10-28,Toronto WH,British Columbia,DHL,Home Goods,127,4090,268.31,On Time
SHP101030,2024-11-15,2024-11-24,2024-11-20,Montreal WH,Alberta,Canada Post,Electronics,55,369,220.26,On Time
SHP101031,2024-02-29,2024-03-07,2024-03-11,Calgary WH,Quebec,UPS,Home Goods,141,3743,30.27,Late
SHP101032,2024-11-15,2024-11-24,2024-11-25,Calgary WH,Ontario,DHL,Medical Supplies,184,2004,140.21,Late
SHP101033,2024-12-14,2024-12-21,2024-12-22,Calgary WH,Quebec,UPS,Home Goods,56,1703,231.25,Late
SHP101034,2024-11-23,2024-12-01,2024-11-30,Calgary WH,British Columbia,Canada Post,Electronics,15,3324,183.27,On Time
SHP101035,2024-09-23,2024-09-29,2024-10-01,Calgary WH,Alberta,UPS,Apparel,185,440,282.04,Late
SHP101036,2024-12-26,2025-01-04,2024-12-28,Montreal WH,Alberta,UPS,Apparel,58,3257,262.94,On Time
SHP101037,2024-08-16,2024-08-25,2024-08-18,Toronto WH,Alberta,UPS,Electronics,163,2906,113.14,On Time
SHP101038,2024-09-26,2024-10-03,2024-10-05,Toronto WH,Quebec,DHL,Medical Supplies,88,226,43.7,Late
SHP101039,2024-11-11,2024-11-14,2024-11-25,Calgary WH,British Columbia,Canada Post,Electronics,97,2401,284.39,Late
SHP101040,2024-10-12,2024-10-21,2024-10-26,Montreal WH,Ontario,Canada Post,Medical Supplies,144,4718,164.84,Late
SHP101041,2024-10-17,2024-10-24,2024-10-20,Vancouver WH,Ontario,DHL,Apparel,8,1024,40.83,On Time
SHP101042,2024-07-31,2024-08-04,2024-08-13,Vancouver WH,British Columbia,DHL,Medical Supplies,173,3491,248.64,Late
SHP101043,2024-06-13,2024-06-20,2024-06-24,Montreal WH,Quebec,DHL,Electronics,40,4256,263.18,Late
SHP101044,2024-01-05,2024-01-13,2024-01-17,Calgary WH,Ontario,FedEx,Electronics,182,870,199.04,Late
SHP101045,2024-12-04,2024-12-10,2024-12-14,Toronto WH,British Columbia,UPS,Electronics,14,3199,145.3,Late
SHP101046,2024-03-18,2024-03-22,2024-03-26,Montreal WH,Ontario,UPS,Medical Supplies,187,1745,205.41,Late
SHP101047,2024-03-02,2024-03-10,2024-03-09,Vancouver WH,Alberta,Canada Post,Medical Supplies,53,443,217.87,On Time
SHP101048,2024-05-11,2024-05-19,2024-05-13,Vancouver WH,Ontario,UPS,Medical Supplies,127,4558,270.05,On Time
SHP101049,2024-03-29,2024-04-06,2024-03-31,Vancouver WH,Quebec,FedEx,Apparel,155,472,287.64,On Time
SHP101050,2024-08-24,2024-08-27,2024-08-27,Calgary WH,British Columbia,DHL,Home Goods,175,79,164.01,On Time
SHP101051,2024-02-11,2024-02-19,2024-02-18,Vancouver WH,Quebec,Canada Post,Home Goods,80,239,243.58,On Time
SHP101052,2024-03-29,2024-04-01,2024-04-05,Montreal WH,British Columbia,Canada Post,Electronics,115,4652,290.06,Late
SHP101053,2024-10-22,2024-10-30,2024-10-25,Montreal WH,Alberta,UPS,Apparel,134,589,62.35,On Time
SHP101054,2024-11-23,2024-11-28,2024-11-25,Vancouver WH,British Columbia,Canada Post,Medical Supplies,55,1360,25.12,On Time
SHP101055,2024-10-21,2024-10-25,2024-11-01,Montreal WH,Ontario,DHL,Electronics,44,1884,263.31,Late
SHP101056,2024-04-13,2024-04-18,2024-04-19,Vancouver WH,Ontario,Canada Post,Apparel,18,2316,74.68,Late
SHP101057,2024-01-14,2024-01-22,2024-01-20,Vancouver WH,Alberta,DHL,Electronics,16,4430,31.89,On Time
SHP101058,2024-10-14,2024-10-18,2024-10-17,Toronto WH,British Columbia,FedEx,Apparel,12,311,64.83,On Time
SHP101059,2024-06-27,2024-07-01,2024-07-04,Calgary WH,Alberta,FedEx,Apparel,148,1076,127.55,Late
SHP101060,2024-05-04,2024-05-13,2024-05-14,Calgary WH,Ontario,DHL,Home Goods,45,33,81.39,Late
SHP101061,2024-12-18,2024-12-24,2024-12-21,Toronto WH,Quebec,UPS,Electronics,192,1841,105.47,On Time
SHP101062,2024-01-23,2024-01-28,2024-02-03,Toronto WH,Alberta,Canada Post,Medical Supplies,187,4481,293.08,Late
SHP101063,2024-03-03,2024-03-09,2024-03-06,Calgary WH,Quebec,UPS,Home Goods,93,248,217.23,On Time
SHP101064,2024-05-22,2024-05-26,2024-05-26,Vancouver WH,Quebec,Canada Post,Home Goods,22,1134,219.41,On Time
SHP101065,2024-06-01,2024-06-04,2024-06-15,Vancouver WH,British Columbia,FedEx,Medical Supplies,97,4889,46.51,Late
SHP101066,2024-05-24,2024-05-28,2024-06-01,Calgary WH,Alberta,FedEx,Apparel,47,4947,224.99,Late
SHP101067,2024-08-12,2024-08-18,2024-08-19,Vancouver WH,Quebec,FedEx,Medical Supplies,29,375,227.02,Late
SHP101068,2024-11-04,2024-11-09,2024-11-17,Toronto WH,Quebec,Canada Post,Electronics,45,723,204.73,Late
SHP101069,2024-04-13,2024-04-21,2024-04-22,Vancouver WH,British Columbia,FedEx,Medical Supplies,77,1913,83.96,Late
SHP101070,2024-04-13,2024-04-22,2024-04-22,Vancouver WH,British Columbia,FedEx,Apparel,9,4297,138.45,On Time
SHP101071,2024-02-08,2024-02-17,2024-02-15,Montreal WH,Ontario,FedEx,Medical Supplies,24,2492,256.96,On Time
SHP101072,2024-07-16,2024-07-25,2024-07-29,Montreal WH,Quebec,FedEx,Apparel,15,1942,207.66,Late
SHP101073,2024-05-13,2024-05-21,2024-05-25,Montreal WH,Ontario,UPS,Apparel,164,4004,225.18,Late
SHP101074,2024-03-07,2024-03-16,2024-03-18,Vancouver WH,Quebec,FedEx,Electronics,13,2344,184.46,Late
SHP101075,2024-06-27,2024-07-02,2024-07-01,Calgary WH,Ontario,FedEx,Medical Supplies,91,1331,145.88,On Time
SHP101076,2024-02-11,2024-02-19,2024-02-15,Toronto WH,British Columbia,UPS,Medical Supplies,172,4588,232.53,On Time
SHP101077,2024-01-15,2024-01-24,2024-01-17,Vancouver WH,Alberta,UPS,Electronics,101,337,39.02,On Time
SHP101078,2024-04-20,2024-04-28,2024-04-28,Calgary WH,British Columbia,Canada Post,Apparel,71,1865,208.49,On Time
SHP101079,2024-06-05,2024-06-11,2024-06-11,Vancouver WH,Ontario,DHL,Medical Supplies,122,3137,299.22,On Time
SHP101080,2024-10-15,2024-10-20,2024-10-20,Toronto WH,Ontario,FedEx,Electronics,76,791,238.45,On Time
SHP101081,2024-08-18,2024-08-25,2024-08-29,Vancouver WH,Alberta,FedEx,Apparel,164,3611,101.36,Late
SHP101082,2024-06-05,2024-06-08,2024-06-10,Toronto WH,Quebec,FedEx,Electronics,116,3700,97.79,Late
SHP101083,2024-02-07,2024-02-16,2024-02-12,Vancouver WH,Ontario,Canada Post,Medical Supplies,61,1516,206.82,On Time
SHP101084,2024-04-06,2024-04-09,2024-04-13,Toronto WH,Ontario,FedEx,Electronics,168,3953,270.84,Late
SHP101085,2024-10-15,2024-10-23,2024-10-24,Vancouver WH,Ontario,DHL,Home Goods,126,3908,181.83,Late
SHP101086,2024-09-10,2024-09-13,2024-09-19,Toronto WH,Alberta,UPS,Apparel,155,2673,167.67,Late
SHP101087,2024-07-14,2024-07-19,2024-07-20,Montreal WH,British Columbia,Canada Post,Home Goods,1,2122,64.91,Late
SHP101088,2024-03-26,2024-03-31,2024-04-02,Vancouver WH,Ontario,UPS,Home Goods,162,3785,220.33,Late
SHP101089,2024-11-17,2024-11-21,2024-11-22,Vancouver WH,Alberta,FedEx,Apparel,68,58,216.64,Late
SHP101090,2024-01-10,2024-01-19,2024-01-23,Calgary WH,Ontario,FedEx,Apparel,88,2433,290.75,Late
SHP101091,2024-01-05,2024-01-09,2024-01-17,Calgary WH,Quebec,FedEx,Electronics,21,2062,104.05,Late
SHP101092,2024-05-02,2024-05-05,2024-05-16,Toronto WH,Alberta,DHL,Apparel,161,1254,231.8,Late
SHP101093,2024-11-25,2024-12-02,2024-12-05,Vancouver WH,Ontario,DHL,Home Goods,135,3688,141.54,Late
SHP101094,2024-12-18,2024-12-22,2024-12-27,Toronto WH,Alberta,Canada Post,Home Goods,193,3748,176.37,Late
SHP101095,2024-04-27,2024-05-01,2024-05-08,Montreal WH,Ontario,UPS,Medical Supplies,3,4130,248.61,Late
SHP101096,2024-10-20,2024-10-25,2024-11-02,Calgary WH,British Columbia,FedEx,Apparel,51,4257,82.16,Late
SHP101097,2024-06-07,2024-06-14,2024-06-18,Toronto WH,Ontario,FedEx,Home Goods,79,3029,116.0,Late
SHP101098,2024-10-29,2024-11-06,2024-10-31,Toronto WH,Alberta,FedEx,Medical Supplies,95,2846,236.53,On Time
SHP101099,2024-08-15,2024-08-18,2024-08-18,Calgary WH,Quebec,FedEx,Medical Supplies,182,4990,179.73,On Time
SHP101100,2024-12-30,2025-01-03,2025-01-09,Vancouver WH,Quebec,DHL,Electronics,123,470,45.88,Late
SHP101101,2024-08-03,2024-08-10,2024-08-12,Toronto WH,Quebec,UPS,Home Goods,187,4035,140.45,Late
SHP101102,2024-07-02,2024-07-11,2024-07-06,Calgary WH,Ontario,UPS,Electronics,6,2899,184.26,On Time
SHP101103,2024-01-15,2024-01-22,2024-01-24,Vancouver WH,British Columbia,Canada Post,Home Goods,157,1446,274.66,Late
SHP101104,2024-06-05,2024-06-08,2024-06-18,Montreal WH,Ontario,DHL,Electronics,17,4443,72.78,Late
SHP101105,2024-05-15,2024-05-22,2024-05-17,Calgary WH,Quebec,FedEx,Electronics,117,4789,245.67,On Time
SHP101106,2024-09-17,2024-09-24,2024-09-28,Toronto WH,Alberta,UPS,Apparel,60,912,56.57,Late
SHP101107,2024-06-05,2024-06-12,2024-06-10,Montreal WH,Quebec,UPS,Electronics,150,4242,87.83,On Time
SHP101108,2024-02-16,2024-02-25,2024-02-20,Vancouver WH,Alberta,DHL,Apparel,152,1711,88.14,On Time
SHP101109,2024-11-19,2024-11-23,2024-11-26,Vancouver WH,British Columbia,Canada Post,Medical Supplies,125,674,265.69,Late
SHP101110,2024-11-27,2024-11-30,2024-12-05,Calgary WH,Alberta,Canada Post,Home Goods,81,1439,75.72,Late
SHP101111,2024-06-21,2024-06-30,2024-06-26,Calgary WH,Ontario,FedEx,Medical Supplies,85,2734,240.35,On Time
SHP101112,2024-05-09,2024-05-16,2024-05-17,Calgary WH,Ontario,Canada Post,Home Goods,51,3630,149.31,Late
SHP101113,2024-04-04,2024-04-11,2024-04-14,Vancouver WH,Ontario,UPS,Medical Supplies,178,685,299.75,Late
SHP101114,2024-04-24,2024-04-28,2024-05-06,Montreal WH,Alberta,Canada Post,Home Goods,139,1126,254.95,Late
SHP101115,2024-08-30,2024-09-02,2024-09-02,Vancouver WH,Ontario,FedEx,Electronics,184,4216,227.12,On Time
SHP101116,2024-10-18,2024-10-23,2024-10-30,Toronto WH,Ontario,UPS,Home Goods,71,2466,263.8,Late
SHP101117,2024-10-08,2024-10-17,2024-10-12,Vancouver WH,Ontario,Canada Post,Home Goods,170,2397,197.53,On Time
SHP101118,2024-10-25,2024-10-29,2024-10-31,Toronto WH,British Columbia,Canada Post,Medical Supplies,39,4137,256.22,Late
SHP101119,2024-10-09,2024-10-12,2024-10-13,Montreal WH,Alberta,DHL,Medical Supplies,69,3438,93.12,Late
SHP101120,2024-03-09,2024-03-18,2024-03-21,Calgary WH,Alberta,FedEx,Medical Supplies,48,4124,47.36,Late
SHP101121,2024-05-27,2024-06-03,2024-06-05,Calgary WH,Quebec,Canada Post,Apparel,125,965,192.46,Late
SHP101122,2024-01-11,2024-01-14,2024-01-24,Vancouver WH,Alberta,DHL,Apparel,57,919,141.71,Late
SHP101123,2024-09-10,2024-09-13,2024-09-21,Calgary WH,British Columbia,UPS,Home Goods,21,4913,139.4,Late
SHP101124,2024-11-25,2024-12-03,2024-12-04,Montreal WH,Alberta,DHL,Home Goods,82,2872,167.49,Late
SHP101125,2024-12-25,2024-12-28,2025-01-03,Calgary WH,British Columbia,DHL,Electronics,99,1508,121.19,Late
SHP101126,2024-02-07,2024-02-12,2024-02-20,Vancouver WH,British Columbia,Canada Post,Electronics,148,1212,195.3,Late
SHP101127,2024-05-13,2024-05-16,2024-05-26,Montreal WH,Alberta,Canada Post,Home Goods,15,871,28.56,Late
SHP101128,2024-07-18,2024-07-23,2024-07-28,Toronto WH,Quebec,Canada Post,Apparel,69,4390,291.57,Late
SHP101129,2024-01-23,2024-01-30,2024-01-28,Vancouver WH,Ontario,DHL,Home Goods,179,3254,278.92,On Time
SHP101130,2024-10-29,2024-11-03,2024-11-04,Toronto WH,Ontario,UPS,Electronics,76,863,281.88,Late
SHP101131,2024-12-11,2024-12-20,2024-12-17,Montreal WH,Alberta,FedEx,Apparel,62,3953,122.2,On Time
SHP101132,2024-10-28,2024-11-04,2024-11-06,Vancouver WH,Alberta,DHL,Apparel,119,3108,168.93,Late
SHP101133,2024-12-28,2025-01-04,2025-01-05,Vancouver WH,British Columbia,Canada Post,Electronics,37,3055,287.16,Late
SHP101134,2024-08-05,2024-08-10,2024-08-15,Montreal WH,Alberta,FedEx,Home Goods,134,3994,272.66,Late
SHP101135,2024-05-20,2024-05-24,2024-05-29,Calgary WH,British Columbia,UPS,Medical Supplies,199,2682,241.27,Late
SHP101136,2024-04-13,2024-04-19,2024-04-16,Vancouver WH,Quebec,FedEx,Home Goods,26,4690,134.05,On Time
SHP101137,2024-07-28,2024-07-31,2024-08-08,Vancouver WH,Alberta,Canada Post,Home Goods,8,613,178.01,Late
SHP101138,2024-04-20,2024-04-28,2024-05-03,Toronto WH,Ontario,DHL,Electronics,4,1872,242.02,Late
SHP101139,2024-04-13,2024-04-19,2024-04-18,Calgary WH,Ontario,DHL,Apparel,21,3154,96.44,On Time
SHP101140,2024-11-11,2024-11-14,2024-11-18,Toronto WH,Alberta,Canada Post,Electronics,159,4560,195.41,Late
SHP101141,2024-06-19,2024-06-22,2024-07-02,Toronto WH,British Columbia,DHL,Home Goods,149,3373,251.82,Late
SHP101142,2024-12-21,2024-12-28,2024-12-24,Calgary WH,Ontario,Canada Post,Medical Supplies,25,3191,218.09,On Time
SHP101143,2024-11-19,2024-11-22,2024-11-27,Calgary WH,British Columbia,DHL,Medical Supplies,143,567,154.25,Late
SHP101144,2024-05-12,2024-05-20,2024-05-16,Montreal WH,Alberta,DHL,Medical Supplies,163,4133,183.69,On Time
SHP101145,2024-10-19,2024-10-22,2024-11-02,Calgary WH,Alberta,DHL,Electronics,177,244,296.83,Late
SHP101146,2024-11-23,2024-11-28,2024-11-27,Vancouver WH,Ontario,UPS,Apparel,43,20,188.56,On Time
SHP101147,2024-05-06,2024-05-12,2024-05-18,Calgary WH,Alberta,UPS,Electronics,169,393,239.97,Late
SHP101148,2024-04-15,2024-04-20,2024-04-18,Montreal WH,Quebec,Canada Post,Medical Supplies,37,3814,223.45,On Time
SHP101149,2024-04-01,2024-04-09,2024-04-13,Montreal WH,Quebec,UPS,Home Goods,185,2055,216.42,Late
SHP101150,2024-10-13,2024-10-16,2024-10-22,Montreal WH,Ontario,Canada Post,Apparel,42,3515,220.58,Late
SHP101151,2024-02-20,2024-02-29,2024-02-27,Calgary WH,Quebec,FedEx,Electronics,175,2375,147.23,On Time
SHP101152,2024-01-29,2024-02-06,2024-01-31,Calgary WH,British Columbia,FedEx,Electronics,92,1910,152.76,On Time
SHP101153,2024-10-22,2024-10-29,2024-11-04,Toronto WH,Ontario,UPS,Apparel,61,289,151.0,Late
SHP101154,2024-10-23,2024-10-28,2024-10-25,Toronto WH,Ontario,FedEx,Apparel,142,2558,29.31,On Time
SHP101155,2024-08-01,2024-08-06,2024-08-09,Vancouver WH,British Columbia,FedEx,Home Goods,68,360,87.5,Late
SHP101156,2024-09-23,2024-09-27,2024-10-02,Toronto WH,Quebec,DHL,Apparel,53,1622,63.28,Late
SHP101157,2024-09-13,2024-09-16,2024-09-19,Vancouver WH,Quebec,DHL,Home Goods,84,4314,268.2,Late
SHP101158,2024-10-28,2024-11-04,2024-11-10,Montreal WH,Quebec,Canada Post,Medical Supplies,34,4094,96.99,Late
SHP101159,2024-04-10,2024-04-19,2024-04-22,Toronto WH,Ontario,FedEx,Medical Supplies,76,2453,58.76,Late
SHP101160,2024-12-11,2024-12-16,2024-12-17,Calgary WH,Ontario,Canada Post,Electronics,97,2015,53.53,Late
SHP101161,2024-04-19,2024-04-24,2024-04-24,Toronto WH,Quebec,Canada Post,Medical Supplies,152,2040,216.0,On Time
SHP101162,2024-06-30,2024-07-07,2024-07-07,Vancouver WH,Alberta,FedEx,Medical Supplies,148,2044,21.7,On Time
SHP101163,2024-11-08,2024-11-16,2024-11-15,Toronto WH,Quebec,UPS,Home Goods,197,2800,151.97,On Time
SHP101164,2024-01-01,2024-01-09,2024-01-05,Montreal WH,British Columbia,FedEx,Electronics,30,2970,53.28,On Time
SHP101165,2024-11-14,2024-11-17,2024-11-24,Calgary WH,Ontario,DHL,Apparel,88,831,257.91,Late
SHP101166,2024-02-24,2024-02-28,2024-03-08,Vancouver WH,British Columbia,FedEx,Electronics,7,1793,288.37,Late
SHP101167,2024-05-28,2024-06-02,2024-06-09,Calgary WH,British Columbia,UPS,Medical Supplies,36,3692,288.45,Late
SHP101168,2024-11-04,2024-11-08,2024-11-12,Calgary WH,Ontario,Canada Post,Apparel,38,1791,143.75,Late
SHP101169,2024-05-16,2024-05-24,2024-05-18,Vancouver WH,Alberta,Canada Post,Electronics,52,2841,200.46,On Time
SHP101170,2024-07-20,2024-07-28,2024-08-03,Calgary WH,Quebec,DHL,Electronics,143,4690,187.92,Late
SHP101171,2024-11-08,2024-11-14,2024-11-16,Calgary WH,British Columbia,DHL,Electronics,174,2154,118.01,Late
SHP101172,2024-04-26,2024-05-05,2024-05-02,Toronto WH,Ontario,DHL,Electronics,151,580,144.34,On Time
SHP101173,2024-06-02,2024-06-05,2024-06-08,Calgary WH,British Columbia,Canada Post,Home Goods,140,2853,38.01,Late
SHP101174,2024-10-17,2024-10-23,2024-10-31,Calgary WH,Quebec,DHL,Electronics,172,2236,242.8,Late
SHP101175,2024-03-03,2024-03-12,2024-03-06,Calgary WH,Alberta,FedEx,Medical Supplies,143,4176,87.42,On Time
SHP101176,2024-08-31,2024-09-06,2024-09-05,Calgary WH,Alberta,Canada Post,Medical Supplies,93,2155,148.95,On Time
SHP101177,2024-01-25,2024-01-31,2024-02-07,Vancouver WH,Alberta,UPS,Home Goods,107,1344,154.57,Late
SHP101178,2024-03-30,2024-04-02,2024-04-06,Montreal WH,Ontario,Canada Post,Apparel,126,345,177.0,Late
SHP101179,2024-03-15,2024-03-18,2024-03-26,Toronto WH,Ontario,FedEx,Apparel,49,1886,249.01,Late
SHP101180,2024-10-20,2024-10-27,2024-11-01,Calgary WH,Alberta,FedEx,Medical Supplies,21,554,213.73,Late
SHP101181,2024-07-28,2024-08-01,2024-08-05,Calgary WH,Quebec,DHL,Medical Supplies,15,3770,205.66,Late
SHP101182,2024-12-12,2024-12-16,2024-12-24,Vancouver WH,Quebec,Canada Post,Home Goods,14,4397,167.49,Late
SHP101183,2024-01-17,2024-01-24,2024-01-23,Montreal WH,Ontario,Canada Post,Apparel,42,199,46.87,On Time
SHP101184,2024-05-07,2024-05-14,2024-05-17,Calgary WH,Alberta,Canada Post,Apparel,15,2940,132.56,Late
SHP101185,2024-12-29,2025-01-06,2025-01-02,Vancouver WH,Quebec,UPS,Electronics,63,3490,288.05,On Time
SHP101186,2024-09-07,2024-09-16,2024-09-09,Toronto WH,Quebec,DHL,Electronics,196,306,298.75,On Time
SHP101187,2024-06-27,2024-07-03,2024-07-02,Toronto WH,Quebec,FedEx,Electronics,27,3075,224.54,On Time
SHP101188,2024-06-30,2024-07-07,2024-07-10,Calgary WH,Ontario,FedEx,Home Goods,93,1656,83.7,Late
SHP101189,2024-05-31,2024-06-05,2024-06-05,Calgary WH,Alberta,DHL,Medical Supplies,105,2692,48.53,On Time
SHP101190,2024-01-25,2024-01-29,2024-01-28,Montreal WH,British Columbia,FedEx,Home Goods,53,1764,136.13,On Time
SHP101191,2024-06-28,2024-07-05,2024-07-09,Montreal WH,Alberta,FedEx,Apparel,52,275,259.84,Late
SHP101192,2024-07-16,2024-07-21,2024-07-22,Calgary WH,Alberta,DHL,Medical Supplies,63,3361,222.12,Late
SHP101193,2024-12-09,2024-12-14,2024-12-13,Vancouver WH,Ontario,FedEx,Electronics,181,1401,267.49,On Time
SHP101194,2024-06-09,2024-06-14,2024-06-23,Montreal WH,Quebec,Canada Post,Home Goods,57,4733,192.42,Late
SHP101195,2024-06-25,2024-07-03,2024-07-08,Calgary WH,Quebec,UPS,Home Goods,120,1775,56.49,Late
SHP101196,2024-10-11,2024-10-19,2024-10-25,Montreal WH,Ontario,DHL,Electronics,52,3381,52.14,Late
SHP101197,2024-03-03,2024-03-08,2024-03-13,Calgary WH,Ontario,UPS,Home Goods,107,4050,33.44,Late
SHP101198,2024-05-29,2024-06-07,2024-06-03,Toronto WH,Ontario,FedEx,Electronics,43,3460,178.78,On Time
SHP101199,2024-06-02,2024-06-10,2024-06-09,Calgary WH,Ontario,FedEx,Apparel,135,1880,88.01,On Time
SHP101200,2024-06-04,2024-06-10,2024-06-07,Toronto WH,Ontario,Canada Post,Medical Supplies,117,3835,225.63,On Time
SHP101201,2024-02-18,2024-02-23,2024-02-25,Montreal WH,British Columbia,DHL,Apparel,170,4278,212.15,Late
SHP101202,2024-12-02,2024-12-08,2024-12-06,Calgary WH,Alberta,FedEx,Apparel,4,1844,109.07,On Time
SHP101203,2024-03-24,2024-03-30,2024-04-06,Montreal WH,Alberta,DHL,Electronics,197,3377,69.5,Late
SHP101204,2024-12-26,2024-12-31,2025-01-08,Toronto WH,Alberta,DHL,Home Goods,133,71,48.67,Late
SHP101205,2024-06-25,2024-06-29,2024-07-05,Calgary WH,Quebec,DHL,Apparel,80,1676,226.45,Late
SHP101206,2024-05-27,2024-06-05,2024-06-08,Montreal WH,British Columbia,DHL,Apparel,41,1295,146.12,Late
SHP101207,2024-04-27,2024-05-02,2024-04-30,Toronto WH,Alberta,DHL,Apparel,132,1043,110.59,On Time
SHP101208,2024-12-07,2024-12-12,2024-12-20,Montreal WH,Quebec,UPS,Home Goods,2,2625,259.86,Late
SHP101209,2024-03-03,2024-03-11,2024-03-16,Vancouver WH,British Columbia,Canada Post,Home Goods,195,3042,186.21,Late
SHP101210,2024-07-07,2024-07-12,2024-07-17,Toronto WH,British Columbia,DHL,Electronics,149,814,165.04,Late
SHP101211,2024-12-25,2024-12-29,2024-12-31,Toronto WH,Quebec,UPS,Apparel,198,2194,228.15,Late
SHP101212,2024-02-18,2024-02-26,2024-02-27,Toronto WH,British Columbia,FedEx,Medical Supplies,43,3500,248.36,Late
SHP101213,2024-11-22,2024-11-25,2024-11-25,Calgary WH,Quebec,DHL,Home Goods,82,309,212.1,On Time
SHP101214,2024-09-13,2024-09-16,2024-09-20,Calgary WH,Alberta,FedEx,Electronics,108,2061,143.2,Late
SHP101215,2024-08-11,2024-08-17,2024-08-15,Calgary WH,Quebec,DHL,Apparel,197,4227,126.2,On Time
SHP101216,2024-05-20,2024-05-29,2024-06-02,Vancouver WH,British Columbia,UPS,Medical Supplies,137,1877,236.07,Late
SHP101217,2024-08-02,2024-08-08,2024-08-15,Vancouver WH,Alberta,UPS,Home Goods,156,2802,165.01,Late
SHP101218,2024-07-29,2024-08-02,2024-08-09,Toronto WH,Alberta,UPS,Medical Supplies,26,2486,217.23,Late
SHP101219,2024-11-13,2024-11-20,2024-11-19,Vancouver WH,Ontario,Canada Post,Home Goods,82,4835,269.31,On Time
SHP101220,2024-02-01,2024-02-10,2024-02-14,Montreal WH,Ontario,FedEx,Electronics,83,3745,276.45,Late
SHP101221,2024-06-06,2024-06-09,2024-06-15,Toronto WH,British Columbia,Canada Post,Medical Supplies,131,794,97.76,Late
SHP101222,2024-10-11,2024-10-17,2024-10-22,Toronto WH,Quebec,DHL,Apparel,73,4014,72.61,Late
SHP101223,2024-10-31,2024-11-03,2024-11-02,Montreal WH,Quebec,FedEx,Apparel,100,4353,93.16,On Time
SHP101224,2024-10-12,2024-10-16,2024-10-18,Toronto WH,British Columbia,UPS,Home Goods,49,3407,230.38,Late
SHP101225,2024-05-23,2024-05-27,2024-05-27,Vancouver WH,Alberta,FedEx,Apparel,145,2456,123.62,On Time
SHP101226,2024-01-19,2024-01-26,2024-01-24,Calgary WH,British Columbia,UPS,Medical Supplies,63,1851,68.55,On Time
SHP101227,2024-01-18,2024-01-25,2024-01-21,Montreal WH,British Columbia,Canada Post,Electronics,55,974,47.55,On Time
SHP101228,2024-09-13,2024-09-21,2024-09-23,Vancouver WH,Alberta,Canada Post,Home Goods,151,1047,111.65,Late
SHP101229,2024-03-18,2024-03-27,2024-03-22,Montreal WH,Quebec,UPS,Medical Supplies,34,4366,58.12,On Time
SHP101230,2024-06-23,2024-06-27,2024-06-26,Montreal WH,British Columbia,UPS,Home Goods,105,4237,63.78,On Time
SHP101231,2024-07-12,2024-07-18,2024-07-23,Toronto WH,Quebec,DHL,Electronics,105,3789,211.49,Late
SHP101232,2024-04-22,2024-04-25,2024-05-04,Toronto WH,British Columbia,Canada Post,Home Goods,69,4997,25.52,Late
SHP101233,2024-04-23,2024-04-28,2024-05-03,Vancouver WH,Alberta,Canada Post,Apparel,15,3021,52.91,Late
SHP101234,2024-08-09,2024-08-16,2024-08-17,Montreal WH,Alberta,DHL,Apparel,175,4369,256.42,Late
SHP101235,2024-06-14,2024-06-19,2024-06-21,Toronto WH,Ontario,Canada Post,Home Goods,3,4029,256.58,Late
